Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Driver_Cancellation_Reason,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating,Payment_Method,Driver_ID
26/10/2024,7:44:01 pm,"""CNR4456848""",Cancelled by Driver,"""CID8988573""",Premier Sedan,Nirman Vihar,Pragati Maidan,4.4,,,null,1,Customer related issue,,null,,,,,null,D016
07/04/2024,10:21:38 pm,"""CNR5540432""",Cancelled by Driver,"""CID3241367""",Auto,Pitampura,Botanical Garden,11.4,,,null,1,Personal & Car related issues,,null,,,,,null,D091
17/01/2024,9:47:34 am,"""CNR3418737""",Completed,"""CID4772721""",Auto,Moolchand,Punjabi Bagh,11.6,20.4,,null,,null,,null,339,22.75,4.2,5,Cash,D068
14/07/2024,9:40:13 pm,"""CNR2312629""",Completed,"""CID6034675""",Auto,Sonipat,Dwarka Sector 21,6.7,23.6,,null,,null,,null,833,31.3,4.3,4.1,Uber Wallet,D092
18/01/2024,5:53:26 am,"""CNR3442968""",Completed,"""CID3217784""",eBike,Khandsa,Faridabad Sector 15,5.8,42.4,,null,,null,,null,221,11.62,4.2,4.8,UPI,D099
08/11/2024,7:00:32 am,"""CNR5362803""",Cancelled by Driver,"""CID7155427""",Go Sedan,Rajouri Garden,Rohini,11.7,,,null,1,Personal & Car related issues,,null,,,,,null,D011
29/04/2024,10:19:52 am,"""CNR8068355""",Completed,"""CID2908322""",Go Mini,Shahdara,New Delhi Railway Station,11.3,23,,null,,null,,null,368,27.19,4.2,4.3,UPI,D088
11/04/2024,7:06:23 pm,"""CNR7320481""",Completed,"""CID1745963""",Go Sedan,Khandsa,Huda City Centre,13,35.4,,null,,null,,null,770,10.34,4.4,3.9,UPI,D039
08/04/2024,5:18:39 pm,"""CNR9625360""",Completed,"""CID7198592""",Premier Sedan,India Gate,Ghitorni Village,3.3,19.2,,null,,null,,null,140,5.24,4.3,4.7,UPI,D025
24/10/2024,1:37:48 pm,"""CNR7564013""",Completed,"""CID9512652""",Auto,Connaught Place,Sushant Lok,13.9,19.8,,null,,null,,null,249,31.52,4.1,4,UPI,D070
06/07/2024,6:38:19 pm,"""CNR4088153""",Completed,"""CID4916643""",Auto,Ashok Park Main,Kashmere Gate ISBT,4.6,40.6,,null,,null,,null,163,19.44,4.1,4.3,Cash,D091
01/12/2024,6:58:47 pm,"""CNR3300635""",Completed,"""CID8726709""",Auto,Sushant Lok,Botanical Garden,6.7,31.3,,null,,null,,null,1764,32.47,4.3,4.1,Cash,D090
01/12/2024,10:25:53 am,"""CNR7198703""",No Driver Found,"""CID7566355""",eBike,Mansarovar Park,Keshav Puram,,,,null,,null,,null,,,,,null,D108
21/09/2024,3:05:38 pm,"""CNR5366935""",Completed,"""CID9046824""",Bike,Lok Kalyan Marg,Govindpuri,8.2,21.6,,null,,null,,null,354,39.56,3.3,4.3,Cash,D107
13/05/2024,4:00:36 am,"""CNR5738309""",Cancelled by Driver,"""CID3264136""",Premier Sedan,Vatika Chowk,Okhla,8.8,,,null,1,More than permitted people in there,,null,,,,,null,D040
10/02/2024,10:25:41 pm,"""CNR2751689""",Cancelled by Driver,"""CID2451322""",Go Sedan,Cyber Hub,MG Road,6.5,,,null,1,More than permitted people in there,,null,,,,,null,D012
31/03/2024,7:15:38 pm,"""CNR1407518""",Completed,"""CID4174424""",Bike,Badarpur,Ghitorni Village,14.4,16,,null,,null,,null,124,33.54,3.7,3.7,UPI,D105
09/03/2024,9:34:01 am,"""CNR9764222""",Completed,"""CID7115581""",Go Sedan,Bhikaji Cama Place,ITO,14.6,25.5,,null,,null,,null,537,6.69,4.7,4.6,UPI,D016
22/06/2024,8:05:28 pm,"""CNR8216364""",Completed,"""CID7366872""",eBike,Ghitorni,Old Gurgaon,12.7,32.4,,null,,null,,null,1316,20.15,4.3,4.3,UPI,D107
08/07/2024,10:30:09 am,"""CNR4859116""",Incomplete,"""CID7339139""",Bike,IIT Delhi,Vatika Chowk,6.3,17.3,,null,,null,1,Customer Demand,328,8.4,,,UPI,D112
12/11/2024,7:38:43 pm,"""CNR5062372""",Cancelled by Customer,"""CID4198911""",Go Mini,Peeragarhi,IIT Delhi,9.8,,1,AC is not working,,null,,null,,,,,null,D072
24/02/2024,5:18:51 pm,"""CNR3842641""",Completed,"""CID1750914""",Auto,Jama Masjid,IFFCO Chowk,14.8,23.5,,null,,null,,null,733,21.07,4.3,4.5,Cash,D087
31/10/2024,2:46:35 pm,"""CNR4460316""",Cancelled by Driver,"""CID6444247""",Go Sedan,Noida Film City,Badshahpur,9,,,null,1,The customer was coughing/sick,,null,,,,,null,D037
21/06/2024,8:22:00 am,"""CNR1323410""",Completed,"""CID4463798""",Premier Sedan,Vatika Chowk,Bahadurgarh,4.5,34.2,,null,,null,,null,298,12.52,4.4,4.6,Debit Card,D016
14/06/2024,9:45:28 am,"""CNR2250312""",Completed,"""CID3180078""",Auto,Rajouri Garden,Tughlakabad,4.9,39.2,,null,,null,,null,858,43.87,3.3,4.5,UPI,D071
24/04/2024,5:06:19 pm,"""CNR4635927""",No Driver Found,"""CID7012211""",Go Sedan,Madipur,South Extension,,,,null,,null,,null,,,,,null,D033
11/11/2024,4:23:38 pm,"""CNR9536120""",Completed,"""CID9337094""",Auto,Greater Noida,Badarpur,6.1,43.8,,null,,null,,null,467,32.54,4.1,4.5,UPI,D079
13/02/2024,4:17:42 pm,"""CNR7195310""",Completed,"""CID6035944""",Go Sedan,Indraprastha,Welcome,7.6,19.5,,null,,null,,null,823,16.85,4.2,5,Uber Wallet,D035
14/12/2024,8:28:49 am,"""CNR5828425""",Completed,"""CID8430067""",Premier Sedan,Jahangirpuri,Kirti Nagar,8.4,37.1,,null,,null,,null,413,30.16,3.1,4.3,UPI,D039
05/09/2024,1:59:52 pm,"""CNR5197707""",Completed,"""CID8536713""",Premier Sedan,Raj Nagar Extension,Seelampur,9.2,24.3,,null,,null,,null,432,46.99,4.2,4.6,Cash,D010
06/09/2024,11:29:34 pm,"""CNR5254201""",Completed,"""CID5776348""",Auto,Jor Bagh,Madipur,5.3,35.8,,null,,null,,null,455,30.43,3.2,4.3,UPI,D075
21/07/2024,6:19:54 pm,"""CNR8163591""",Cancelled by Customer,"""CID2960805""",Go Sedan,Lok Kalyan Marg,New Colony,9.1,,1,Driver is not moving towards pickup location,,null,,null,,,,,null,D034
22/07/2024,10:40:26 am,"""CNR1176861""",Cancelled by Driver,"""CID5753303""",Auto,GTB Nagar,Rohini West,5.4,,,null,1,Personal & Car related issues,,null,,,,,null,D073
15/09/2024,6:07:23 am,"""CNR5785463""",Completed,"""CID8295105""",Bike,South Extension,Faridabad Sector 15,4.8,38.6,,null,,null,,null,450,42.68,4.2,4,UPI,D109
21/10/2024,11:46:44 am,"""CNR6919794""",Completed,"""CID6774748""",Auto,Bahadurgarh,Manesar,12.2,34,,null,,null,,null,770,20.76,4,4.2,UPI,D088
01/08/2024,6:12:54 am,"""CNR9843847""",Completed,"""CID6799716""",Go Sedan,Ramesh Nagar,Jasola,9.8,43.5,,null,,null,,null,875,6.58,4.7,4.3,UPI,D028
06/06/2024,7:38:20 pm,"""CNR4392706""",Completed,"""CID6689563""",Auto,Sadar Bazar Gurgaon,Green Park,14,17.7,,null,,null,,null,141,16.41,4.3,5,Cash,D071
15/02/2024,8:49:04 pm,"""CNR9228185""",Completed,"""CID7967244""",Premier Sedan,Sadar Bazar Gurgaon,Paschim Vihar,6.1,23.2,,null,,null,,null,212,10.89,4.4,4.7,Cash,D034
12/08/2024,11:16:17 am,"""CNR5605609""",Cancelled by Driver,"""CID4841601""",Go Mini,DLF Phase 3,Raj Nagar Extension,11.5,,,null,1,Personal & Car related issues,,null,,,,,null,D084
18/06/2024,5:07:14 pm,"""CNR6160275""",Completed,"""CID5501411""",Uber XL,Ashram,Noida Sector 62,8.9,19.2,,null,,null,,null,630,49.26,4.1,4,Cash,D121
08/01/2024,4:54:05 pm,"""CNR2204332""",Completed,"""CID8779024""",Premier Sedan,Golf Course Road,Vaishali,6.5,32.8,,null,,null,,null,263,46.6,4.6,4.3,Cash,D040
03/06/2024,5:36:39 am,"""CNR7064469""",Completed,"""CID1757129""",Go Sedan,Rohini West,Qutub Minar,12.2,36.1,,null,,null,,null,807,16.76,3,4.6,Uber Wallet,D012
02/10/2024,9:51:54 am,"""CNR8106259""",Completed,"""CID3123435""",Premier Sedan,Vidhan Sabha,Shastri Nagar,4.3,19.8,,null,,null,,null,418,45.71,4.7,4.7,UPI,D020
04/09/2024,4:32:43 pm,"""CNR6657363""",Completed,"""CID8258687""",Auto,Sadar Bazar Gurgaon,Greater Noida,11.1,16.5,,null,,null,,null,268,8.34,3.4,4.3,Cash,D081
11/07/2024,7:30:09 pm,"""CNR5009960""",Cancelled by Driver,"""CID4647984""",Go Mini,Green Park,Sohna Road,6,,,null,1,The customer was coughing/sick,,null,,,,,null,D068
18/02/2024,5:50:09 pm,"""CNR5012798""",No Driver Found,"""CID6112870""",Bike,Kalkaji,Nehru Place,,,,null,,null,,null,,,,,null,D114
08/08/2024,9:15:02 pm,"""CNR1557346""",Incomplete,"""CID3922737""",Auto,Indraprastha,Gurgaon Sector 56,8.9,21.2,,null,,null,1,Other Issue,953,4.6,,,UPI,D073
28/08/2024,8:20:00 am,"""CNR5966048""",Completed,"""CID1071287""",Uber XL,Pulbangash,Greater Noida,10.6,41.9,,null,,null,,null,773,48.84,3.9,4.8,Uber Wallet,D122
02/10/2024,4:55:54 pm,"""CNR3253442""",Cancelled by Driver,"""CID8239451""",Bike,Shivaji Park,Greater Kailash,11.6,,,null,1,Personal & Car related issues,,null,,,,,null,D100
29/01/2024,3:01:11 pm,"""CNR4963206""",Completed,"""CID9374785""",Go Sedan,Greater Noida,New Colony,9.1,29,,null,,null,,null,137,34.83,4.7,4.4,UPI,D013
07/11/2024,7:45:06 pm,"""CNR4067782""",Completed,"""CID6180494""",Auto,Kirti Nagar,Sushant Lok,9.9,41.1,,null,,null,,null,215,27.67,4.3,4.3,Debit Card,D093
22/03/2024,7:14:56 pm,"""CNR9310811""",Completed,"""CID9760512""",Premier Sedan,Indirapuram,Vatika Chowk,11,37.5,,null,,null,,null,113,21.68,4.3,3.7,UPI,D025
04/08/2024,11:31:48 am,"""CNR5984068""",Cancelled by Customer,"""CID4463716""",Go Mini,Paharganj,Vishwavidyalaya,12.7,,1,AC is not working,,null,,null,,,,,null,D074
13/09/2024,12:04:56 pm,"""CNR2440013""",Completed,"""CID5614936""",Auto,Mundka,Noida Sector 62,7.2,18.3,,null,,null,,null,343,5.27,4.4,4.8,Uber Wallet,D085
25/05/2024,4:59:49 pm,"""CNR1014047""",Completed,"""CID5187884""",Go Mini,Peeragarhi,Patel Chowk,2.7,26.3,,null,,null,,null,477,2.65,4.3,4.4,UPI,D075
21/09/2024,2:07:00 pm,"""CNR4429410""",No Driver Found,"""CID2136964""",Go Sedan,Tughlakabad,IGNOU Road,,,,null,,null,,null,,,,,null,D026
09/05/2024,3:36:47 pm,"""CNR7340675""",Completed,"""CID9775644""",eBike,Shivaji Park,Azadpur,14.1,29,,null,,null,,null,523,15.33,4.5,4.5,Cash,D100
26/11/2024,11:51:33 pm,"""CNR4839889""",Completed,"""CID2622337""",Bike,Udyog Bhawan,Raj Nagar Extension,9.6,17.1,,null,,null,,null,601,48.96,4.2,4.2,UPI,D101
08/03/2024,9:05:15 pm,"""CNR4201157""",Incomplete,"""CID9760707""",Auto,Kaushambi,Pitampura,3.6,21.9,,null,,null,1,Vehicle Breakdown,698,5.11,,,Debit Card,D089
18/03/2024,12:12:23 pm,"""CNR2269173""",Completed,"""CID3033035""",Bike,Samaypur Badli,Paschim Vihar,4.6,22.7,,null,,null,,null,2145,35.76,4.3,4.5,Debit Card,D115
08/05/2024,7:02:56 pm,"""CNR3506770""",Completed,"""CID1564724""",Bike,Green Park,Jama Masjid,7.7,44.2,,null,,null,,null,313,36.19,4.6,4.3,UPI,D108
07/05/2024,6:31:59 am,"""CNR6855175""",Cancelled by Driver,"""CID2378462""",Go Mini,RK Puram,ITO,10.9,,,null,1,More than permitted people in there,,null,,,,,null,D068
29/08/2024,8:29:40 am,"""CNR8859781""",Completed,"""CID5490176""",Premier Sedan,Central Secretariat,India Gate,12.2,19.5,,null,,null,,null,480,18.15,4.4,4.5,UPI,D023
06/09/2024,10:18:29 pm,"""CNR2961611""",Completed,"""CID3190517""",Premier Sedan,Pragati Maidan,RK Puram,12.7,23,,null,,null,,null,953,18.58,3.8,4.4,Debit Card,D025
05/12/2024,8:32:00 am,"""CNR5009691""",Cancelled by Customer,"""CID2286725""",Bike,Khandsa,Paharganj,13,,1,Wrong Address,,null,,null,,,,,null,D102
21/03/2024,9:00:28 pm,"""CNR6785751""",Completed,"""CID9577024""",Go Sedan,Central Secretariat,Lok Kalyan Marg,11.9,18.9,,null,,null,,null,440,43.05,3.7,4.8,Cash,D034
26/06/2024,7:59:10 pm,"""CNR6145087""",Completed,"""CID7713985""",Auto,Raj Nagar Extension,Saket,14.9,24.8,,null,,null,,null,62,42.69,3.8,4.3,Cash,D072
25/11/2024,1:18:26 pm,"""CNR7704384""",Cancelled by Driver,"""CID2670324""",Auto,Rajiv Nagar,Model Town,6.3,,,null,1,Personal & Car related issues,,null,,,,,null,D081
19/03/2024,12:49:16 pm,"""CNR5943425""",Completed,"""CID6866756""",Auto,Shivaji Park,Rohini,8.6,29.3,,null,,null,,null,244,48.98,4.1,3.9,UPI,D066
07/06/2024,8:47:58 am,"""CNR5469894""",Completed,"""CID9066685""",eBike,Kadarpur,Ghaziabad,7.1,36.8,,null,,null,,null,375,37.9,4.3,4.6,Cash,D106
06/03/2024,10:50:56 pm,"""CNR1130715""",Completed,"""CID1461556""",Go Mini,Rohini East,Ashram,4.3,17.7,,null,,null,,null,499,49.3,3.4,4.9,UPI,D082
28/01/2024,3:15:23 pm,"""CNR1152211""",Cancelled by Customer,"""CID5831862""",Go Mini,Hauz Rani,Kirti Nagar,7.7,,1,Wrong Address,,null,,null,,,,,null,D072
26/06/2024,7:08:32 am,"""CNR8242907""",Completed,"""CID7973188""",Premier Sedan,Model Town,Jahangirpuri,8.8,15.9,,null,,null,,null,296,18.49,4.3,4.9,UPI,D018
29/09/2024,5:14:55 pm,"""CNR1519687""",Cancelled by Customer,"""CID5319443""",Premier Sedan,Vishwavidyalaya,Tagore Garden,20,,1,Change of plans,,null,,null,,,,,null,D022
27/06/2024,8:12:15 am,"""CNR2478211""",Completed,"""CID2555454""",Auto,Maidan Garhi,Golf Course Road,3.9,19.9,,null,,null,,null,167,33.22,3.1,3.6,Credit Card,D077
30/06/2024,2:13:38 pm,"""CNR7336649""",Cancelled by Driver,"""CID6486485""",Auto,Huda City Centre,IIT Delhi,10.4,,,null,1,Personal & Car related issues,,null,,,,,null,D074
08/07/2024,11:04:08 pm,"""CNR2566387""",Cancelled by Driver,"""CID1160147""",Auto,Sarojini Nagar,Govindpuri,6.9,,,null,1,Personal & Car related issues,,null,,,,,null,D074
31/10/2024,6:01:32 pm,"""CNR6303514""",Cancelled by Driver,"""CID7192109""",Uber XL,Azadpur,Saket,11.6,,,null,1,More than permitted people in there,,null,,,,,null,D121
14/01/2024,10:49:23 am,"""CNR9153217""",Completed,"""CID4641211""",Auto,Dilshad Garden,Rajiv Nagar,13.7,19.7,,null,,null,,null,824,2.38,4,4.7,UPI,D069
05/05/2024,11:48:26 am,"""CNR2958687""",Completed,"""CID1519444""",Auto,INA Market,Civil Lines Gurgaon,4.9,37.1,,null,,null,,null,407,34.2,4.7,4.4,Cash,D089
15/03/2024,5:14:49 am,"""CNR9244093""",Completed,"""CID2684363""",Go Sedan,RK Puram,Delhi Gate,7.6,19.8,,null,,null,,null,752,3.59,3.1,4.2,Uber Wallet,D023
28/11/2024,7:13:11 pm,"""CNR4505512""",Completed,"""CID9972042""",Go Sedan,Azadpur,Karol Bagh,9.7,41.9,,null,,null,,null,354,30.56,4.5,4.6,UPI,D020
09/07/2024,5:50:12 pm,"""CNR2952471""",Completed,"""CID7453414""",Go Sedan,Sikanderpur,Ashok Park Main,14.3,24.4,,null,,null,,null,164,13.69,3.6,4.9,UPI,D029
26/01/2024,8:33:15 am,"""CNR6598077""",Completed,"""CID6258739""",Bike,Kherki Daula Toll,Mansarovar Park,11.5,16.6,,null,,null,,null,392,45.56,4.1,4.6,UPI,D097
31/08/2024,9:13:21 am,"""CNR9384775""",Cancelled by Driver,"""CID3283799""",Go Mini,Gurgaon Sector 29,Mayur Vihar,7.9,,,null,1,More than permitted people in there,,null,,,,,null,D075
07/01/2024,1:40:36 pm,"""CNR8339893""",Completed,"""CID4931264""",Bike,MG Road,Vatika Chowk,9.3,28.7,,null,,null,,null,389,42.16,4.5,4.3,Credit Card,D102
20/06/2024,7:24:53 pm,"""CNR8642454""",Completed,"""CID5873082""",Auto,Subhash Nagar,Shivaji Park,5.4,33.1,,null,,null,,null,474,38.28,4.6,3.5,UPI,D089
27/01/2024,3:47:38 pm,"""CNR4994271""",Cancelled by Driver,"""CID7526547""",Auto,Vasant Kunj,Central Secretariat,11.9,,,null,1,More than permitted people in there,,null,,,,,null,D090
30/12/2024,10:07:55 am,"""CNR1394951""",Completed,"""CID3357025""",Bike,New Delhi Railway Station,IMT Manesar,7.8,43.2,,null,,null,,null,199,31.51,4.7,5,UPI,D112
05/07/2024,4:39:18 pm,"""CNR1407529""",No Driver Found,"""CID6340251""",Auto,Kashmere Gate,Panipat,,,,null,,null,,null,,,,,null,D086
16/11/2024,1:13:00 am,"""CNR4753901""",Completed,"""CID5097394""",Auto,Delhi Gate,Preet Vihar,14.9,16.9,,null,,null,,null,1428,42.45,4.4,4.2,Uber Wallet,D091
28/10/2024,7:32:23 pm,"""CNR9691213""",Completed,"""CID3621515""",eBike,Patel Chowk,Jor Bagh,8.8,26.8,,null,,null,,null,85,16.06,3.9,4.6,Cash,D100
09/09/2024,7:04:20 am,"""CNR8384151""",No Driver Found,"""CID1220681""",Go Sedan,Old Gurgaon,Ghitorni Village,,,,null,,null,,null,,,,,null,D023
11/02/2024,2:59:55 pm,"""CNR3021480""",Completed,"""CID4650265""",Bike,Sarojini Nagar,Rajiv Nagar,9.5,22.5,,null,,null,,null,550,38.24,4.5,4.5,UPI,D099
01/03/2024,3:54:57 pm,"""CNR5099092""",Completed,"""CID6408750""",Auto,Ashok Park Main,Noida Extension,12.2,20.5,,null,,null,,null,988,22.13,4.2,4.6,UPI,D069
17/04/2024,6:01:19 pm,"""CNR9417908""",No Driver Found,"""CID1765887""",Go Sedan,Narsinghpur,Indirapuram,,,,null,,null,,null,,,,,null,D004
23/05/2024,12:07:41 pm,"""CNR5725380""",Completed,"""CID7776460""",Go Mini,Mansarovar Park,Faridabad Sector 15,3.3,32.1,,null,,null,,null,112,20.08,3.3,4.9,Cash,D068
06/10/2024,7:21:11 pm,"""CNR9210257""",Cancelled by Driver,"""CID8880509""",Bike,Rithala,Faridabad Sector 15,4.7,,,null,1,The customer was coughing/sick,,null,,,,,null,D098
28/02/2024,10:19:35 pm,"""CNR9628662""",Completed,"""CID5384137""",Bike,Peeragarhi,Laxmi Nagar,13.5,29.7,,null,,null,,null,81,45.98,3.5,3.8,UPI,D103
17/07/2024,6:22:12 pm,"""CNR4861079""",Completed,"""CID8412868""",Go Mini,Manesar,ITO,3.7,42.8,,null,,null,,null,262,10.94,4.2,4.2,UPI,D082
29/08/2024,8:28:56 pm,"""CNR6840765""",Completed,"""CID6985236""",Auto,Moti Nagar,Punjabi Bagh,10.4,31,,null,,null,,null,259,49.84,3.8,4.3,Uber Wallet,D083
02/06/2024,2:13:53 pm,"""CNR7149289""",Completed,"""CID2607906""",Premier Sedan,New Delhi Railway Station,Rohini West,8.8,33.1,,null,,null,,null,1350,24.97,4.7,3.1,Cash,D011
16/12/2024,9:22:34 pm,"""CNR5646656""",Completed,"""CID7110646""",Premier Sedan,Pitampura,Kashmere Gate,14.3,23.9,,null,,null,,null,302,32.94,4.6,4.7,Cash,D023
23/07/2024,6:55:05 am,"""CNR9029118""",Completed,"""CID1178335""",Go Sedan,New Delhi Railway Station,Arjangarh,6.2,23.1,,null,,null,,null,414,22.9,4.8,4.8,UPI,D001
13/05/2024,6:48:35 pm,"""CNR1382273""",Completed,"""CID4784516""",Go Sedan,Tughlakabad,Chandni Chowk,2.9,25.1,,null,,null,,null,135,29.53,4.2,4.3,Cash,D014
18/11/2024,4:29:44 am,"""CNR6853176""",Completed,"""CID9879542""",Auto,Ghitorni,Ashok Park Main,12.3,21.4,,null,,null,,null,212,32.84,4.1,4.7,Credit Card,D087
21/09/2024,6:00:16 am,"""CNR4173313""",Completed,"""CID3059204""",Auto,Kalkaji,Model Town,13.2,32.6,,null,,null,,null,865,3.77,4.1,4.4,UPI,D082
07/05/2024,10:34:50 pm,"""CNR6569520""",Completed,"""CID8847335""",Premier Sedan,Huda City Centre,Shahdara,2.6,36.9,,null,,null,,null,255,24.12,4.2,4.4,UPI,D023
16/04/2024,11:16:28 am,"""CNR4180467""",Completed,"""CID9145538""",Go Mini,IMT Manesar,Kashmere Gate ISBT,5.6,32.6,,null,,null,,null,273,38.01,4.1,4.2,Credit Card,D072
10/11/2024,5:33:35 pm,"""CNR2790295""",Incomplete,"""CID1412150""",Auto,Bhikaji Cama Place,RK Puram,4.6,17.2,,null,,null,1,Vehicle Breakdown,545,1.67,,,UPI,D075
19/11/2024,7:28:25 am,"""CNR7051731""",Completed,"""CID4562056""",Premier Sedan,Jor Bagh,India Gate,4.6,27.3,,null,,null,,null,477,14.39,4.3,3.6,Credit Card,D039
11/10/2024,10:59:30 am,"""CNR7941158""",Completed,"""CID5590862""",Auto,IGI Airport,Sarai Kale Khan,14.1,33.9,,null,,null,,null,197,7.33,4,4.6,UPI,D093
24/02/2024,10:18:11 pm,"""CNR6060166""",Completed,"""CID4821084""",Go Mini,Green Park,Kadarpur,12.8,23.7,,null,,null,,null,366,38.63,4.3,4.1,Credit Card,D084
18/08/2024,5:40:11 pm,"""CNR3654081""",Completed,"""CID2244993""",Go Mini,Green Park,Khan Market,2.1,19.7,,null,,null,,null,1595,42.13,4.4,4.4,UPI,D076
13/08/2024,7:49:28 am,"""CNR5873302""",Completed,"""CID9655995""",Go Sedan,Ashram,Ambience Mall,6.9,16.6,,null,,null,,null,391,24.16,3.8,4.3,Credit Card,D035
01/07/2024,5:17:59 pm,"""CNR2376738""",Completed,"""CID3235147""",Go Sedan,Kherki Daula Toll,DLF Phase 3,2.6,27.9,,null,,null,,null,313,33.08,4.7,4.2,UPI,D014
01/05/2024,10:36:04 pm,"""CNR9602212""",Completed,"""CID5828701""",Bike,Khandsa,Lok Kalyan Marg,12.6,28.1,,null,,null,,null,402,45.13,4.3,5,UPI,D098
27/05/2024,10:28:41 pm,"""CNR6592194""",Completed,"""CID5470490""",Go Sedan,Chhatarpur,Ardee City,4,30.1,,null,,null,,null,62,14.15,4.7,4.3,Cash,D023
05/12/2024,6:34:10 pm,"""CNR7634326""",Cancelled by Customer,"""CID9472411""",Bike,Mehrauli,AIIMS,9.9,,1,Driver is not moving towards pickup location,,null,,null,,,,,null,D105
04/12/2024,5:15:22 pm,"""CNR2442969""",Completed,"""CID6529917""",Auto,Ghaziabad,Sarojini Nagar,13.7,37.2,,null,,null,,null,602,9.9,4.9,3.7,UPI,D083
11/02/2024,9:11:22 pm,"""CNR2445755""",Incomplete,"""CID9195579""",Auto,Manesar,AIIMS,10,28.9,,null,,null,1,Customer Demand,545,6.09,,,UPI,D083
31/05/2024,2:34:29 pm,"""CNR2715860""",Completed,"""CID6891894""",Go Mini,IMT Manesar,Rajiv Chowk,13.4,27.8,,null,,null,,null,560,25.68,4.3,4.5,Cash,D071
31/03/2024,9:13:34 pm,"""CNR1203467""",Incomplete,"""CID6344325""",Auto,Subhash Nagar,Greater Noida,3.2,16.5,,null,,null,1,Vehicle Breakdown,1383,5.41,,,UPI,D071
15/09/2024,9:57:51 am,"""CNR2694709""",Completed,"""CID5054240""",Bike,Shivaji Park,Vishwavidyalaya,10.1,39.3,,null,,null,,null,439,44.05,4.6,4.6,Cash,D102
14/03/2024,10:45:22 am,"""CNR7417664""",No Driver Found,"""CID2502556""",Bike,AIIMS,Paharganj,,,,null,,null,,null,,,,,null,D097
22/11/2024,8:54:30 pm,"""CNR8464596""",Completed,"""CID3292156""",Bike,Pragati Maidan,Punjabi Bagh,10.7,32,,null,,null,,null,83,16.64,4.2,4.1,Uber Wallet,D102
30/09/2024,10:53:55 am,"""CNR3139965""",Incomplete,"""CID4038754""",Bike,Dwarka Sector 21,Akshardham,5.5,13.2,,null,,null,1,Customer Demand,745,9.56,,,Cash,D103
16/11/2024,8:20:27 pm,"""CNR2915357""",Completed,"""CID2023665""",Premier Sedan,Manesar,Madipur,6.3,19.5,,null,,null,,null,171,32.47,4.9,3.4,Credit Card,D036
22/12/2024,5:07:56 pm,"""CNR9066364""",No Driver Found,"""CID8737089""",Auto,IGNOU Road,Botanical Garden,,,,null,,null,,null,,,,,null,D075
19/10/2024,4:56:38 pm,"""CNR5895057""",Completed,"""CID2439467""",Uber XL,Ghitorni,Saidulajab,6.5,16.8,,null,,null,,null,401,22.96,3.8,4.5,Uber Wallet,D125
01/07/2024,4:48:26 am,"""CNR2540295""",Cancelled by Driver,"""CID9167744""",Auto,Noida Sector 18,Kherki Daula Toll,8.3,,,null,1,More than permitted people in there,,null,,,,,null,D091
07/09/2024,8:12:58 am,"""CNR6162893""",Completed,"""CID9150546""",Premier Sedan,Moti Nagar,Nehru Place,5.2,43.9,,null,,null,,null,1320,39.7,4.9,4.9,Debit Card,D018
08/11/2024,9:17:03 am,"""CNR6566275""",Completed,"""CID2823911""",Go Sedan,Civil Lines Gurgaon,Kirti Nagar,14,24.3,,null,,null,,null,1614,34.5,4.3,4.3,Debit Card,D023
29/11/2024,6:35:30 pm,"""CNR2559267""",Completed,"""CID6233700""",Go Sedan,South Extension,Chirag Delhi,10.6,26.8,,null,,null,,null,879,22.24,4.8,4.3,Cash,D021
27/07/2024,3:18:54 pm,"""CNR4332459""",Completed,"""CID1542415""",Go Mini,Karol Bagh,Adarsh Nagar,5.4,19,,null,,null,,null,218,23.13,4.8,4.5,Cash,D091
27/04/2024,6:26:46 pm,"""CNR3914491""",Completed,"""CID1731276""",Bike,Jhilmil,Keshav Puram,4.6,39.5,,null,,null,,null,165,39.31,4.3,4.7,Cash,D110
10/03/2024,7:50:28 pm,"""CNR8735322""",Completed,"""CID6677999""",Auto,Kirti Nagar,MG Road,12.5,23.2,,null,,null,,null,221,49.17,3.7,4.3,Cash,D066
26/03/2024,1:16:43 am,"""CNR7157762""",Completed,"""CID8627938""",Auto,Kalkaji,Ghitorni Village,5.4,19,,null,,null,,null,474,46.22,4.2,4.6,Credit Card,D095
05/07/2024,11:04:44 pm,"""CNR1620017""",Cancelled by Driver,"""CID4868040""",Auto,Shivaji Park,Jahangirpuri,8.8,,,null,1,The customer was coughing/sick,,null,,,,,null,D093
05/03/2024,1:57:05 pm,"""CNR9189398""",Completed,"""CID5623131""",Bike,Anand Vihar ISBT,Greater Kailash,2.6,23.4,,null,,null,,null,820,22.06,4,4.4,UPI,D106
09/11/2024,4:11:43 pm,"""CNR9306152""",No Driver Found,"""CID9461842""",Premier Sedan,Dilshad Garden,Civil Lines Gurgaon,,,,null,,null,,null,,,,,null,D035
03/12/2024,5:30:46 pm,"""CNR4146504""",Cancelled by Driver,"""CID3064978""",Auto,Manesar,Kashmere Gate ISBT,8.9,,,null,1,Customer related issue,,null,,,,,null,D089
